date,gasolina95_pvp_eur_l,gasoleo_pvp_eur_l
2021-10-22,1.7225,1.5367
2021-10-23,1.7206,1.5342
2021-10-24,1.7211,1.535
2021-10-25,1.7229,1.5381
2021-10-26,1.7227,1.5383
2021-10-27,1.7228,1.5384
2021-10-28,1.7227,1.5383
2021-10-29,1.722,1.5374
2021-10-30,1.7201,1.5348
2021-10-31,1.722,1.536
2021-11-01,1.7325,1.5421
2021-11-02,1.7377,1.5471
2021-11-03,1.7389,1.5479
2021-11-04,1.7389,1.5479
2021-11-05,1.7385,1.547
2021-11-06,1.7367,1.5445
2021-11-07,1.7372,1.5452
2021-11-08,1.7374,1.5401
2021-11-09,1.7381,1.5381
2021-11-10,1.738,1.5377
2021-11-11,1.7382,1.5374
2021-11-12,1.7375,1.5365
2021-11-13,1.7357,1.534
2021-11-14,1.736,1.535
2021-11-15,1.7289,1.5407
2021-11-16,1.7272,1.5413
2021-11-17,1.7259,1.5415
2021-11-18,1.7256,1.5414
2021-11-19,1.725,1.5408
2021-11-20,1.7233,1.5384
2021-11-21,1.7238,1.5384
2021-11-22,1.718,1.532
2021-11-23,1.7166,1.5301
2021-11-24,1.7142,1.5278
2021-11-25,1.7134,1.5273
2021-11-26,1.7128,1.5264
2021-11-27,1.711,1.5242
2021-11-28,1.7095,1.525
2021-11-29,1.6993,1.5266
2021-11-30,1.6889,1.5267
2021-12-01,1.6891,1.5278
2021-12-02,1.6889,1.5276
2021-12-03,1.6879,1.5268
2021-12-04,1.6862,1.5245
2021-12-05,1.6823,1.5231
2021-12-06,1.6594,1.4978
2021-12-07,1.6459,1.4822
2021-12-08,1.6446,1.4809
2021-12-09,1.6441,1.4804
2021-12-10,1.6434,1.48
2021-12-11,1.6427,1.4791
2021-12-12,1.6448,1.4812
2021-12-13,1.6611,1.4992
2021-12-14,1.663,1.5026
2021-12-15,1.6631,1.5028
2021-12-16,1.6633,1.5029
2021-12-17,1.6632,1.5029
2021-12-18,1.6627,1.5023
2021-12-19,1.6628,1.5024
2021-12-20,1.6637,1.5027
2021-12-21,1.6653,1.5034
2021-12-22,1.6656,1.5034
2021-12-23,1.6658,1.5035
2021-12-24,1.6655,1.5031
2021-12-25,1.6639,1.5009
2021-12-26,1.6637,1.5009
2021-12-27,1.6648,1.5006
2021-12-28,1.6644,1.4977
2021-12-29,1.6645,1.4979
2021-12-30,1.6644,1.4972
2021-12-31,1.6637,1.4965
2022-01-01,1.6619,1.4942
2022-01-02,1.664,1.4955
2022-01-03,1.6929,1.5131
2022-01-04,1.6993,1.518
2022-01-05,1.7043,1.5221
2022-01-06,1.7045,1.5222
2022-01-07,1.7039,1.5211
2022-01-08,1.7018,1.5185
2022-01-09,1.7026,1.521
2022-01-10,1.7014,1.5409
2022-01-11,1.7014,1.5428
2022-01-12,1.7002,1.541
2022-01-13,1.6992,1.5399
2022-01-14,1.6978,1.5383
2022-01-15,1.6949,1.5351
2022-01-16,1.6971,1.5376
2022-01-17,1.705,1.5514
2022-01-18,1.7226,1.5703
2022-01-19,1.7228,1.5707
2022-01-20,1.7229,1.5709
2022-01-21,1.7224,1.5702
2022-01-22,1.7186,1.566
2022-01-23,1.7208,1.5681
2022-01-24,1.7362,1.5911
2022-01-25,1.7428,1.5993
2022-01-26,1.7434,1.6008
2022-01-27,1.7436,1.6011
2022-01-28,1.7431,1.6005
2022-01-29,1.7393,1.5963
2022-01-30,1.7406,1.5968
2022-01-31,1.7575,1.6122
2022-02-01,1.7645,1.6188
2022-02-02,1.7648,1.6189
2022-02-03,1.765,1.6192
2022-02-04,1.7645,1.6184
2022-02-05,1.7606,1.6142
2022-02-06,1.7627,1.6157
2022-02-07,1.7828,1.6378
2022-02-08,1.7867,1.6432
2022-02-09,1.7869,1.6435
2022-02-10,1.7872,1.6438
2022-02-11,1.7866,1.643
2022-02-12,1.7828,1.6389
2022-02-13,1.7846,1.6394
2022-02-14,1.8009,1.6479
2022-02-15,1.8061,1.65
2022-02-16,1.8063,1.65
2022-02-17,1.8069,1.6504
2022-02-18,1.8064,1.6495
2022-02-19,1.8026,1.6454
2022-02-20,1.8039,1.6464
2022-02-21,1.813,1.6563
2022-02-22,1.8156,1.6596
2022-02-23,1.8158,1.6597
2022-02-24,1.816,1.6599
2022-02-25,1.8155,1.6592
2022-02-26,1.8117,1.6549
2022-02-27,1.814,1.6565
2022-02-28,1.832,1.6746
2022-03-01,1.8341,1.6761
2022-03-02,1.8353,1.678
2022-03-03,1.8356,1.6784
2022-03-04,1.8353,1.6781
2022-03-05,1.8318,1.6742
2022-03-06,1.8381,1.6823
2022-03-07,1.917,1.812
2022-03-08,1.9358,1.832
2022-03-09,1.9388,1.8361
2022-03-10,1.9395,1.8371
2022-03-11,1.9392,1.8369
2022-03-12,1.9359,1.8331
2022-03-13,1.9462,1.8458
2022-03-14,2.0279,1.9788
2022-03-15,2.0371,1.9912
2022-03-16,2.0371,1.9915
2022-03-17,2.037,1.9915
2022-03-18,2.0366,1.9912
2022-03-19,2.0328,1.987
2022-03-20,2.0236,1.9761
2022-03-21,1.9266,1.8466
2022-03-22,1.9194,1.8396
2022-03-23,1.9185,1.8386
2022-03-24,1.9185,1.8387
2022-03-25,1.918,1.838
2022-03-26,1.9143,1.8339
2022-03-27,1.924,1.8451
2022-03-28,2.0267,1.9952
2022-03-29,2.0339,2.0079
2022-03-30,2.0376,2.0097
2022-03-31,2.0379,2.0104
2022-04-01,2.0373,2.0098
2022-04-02,2.0337,2.006
2022-04-03,2.0311,2.0012
2022-04-04,1.989,1.9266
2022-04-05,1.9838,1.911
2022-04-06,1.9835,1.9102
2022-04-07,1.9832,1.9097
2022-04-08,1.9826,1.9087
2022-04-09,1.9787,1.9044
2022-04-10,1.9761,1.9022
2022-04-11,1.9484,1.8638
2022-04-12,1.946,1.8588
2022-04-13,1.9453,1.8583
2022-04-14,1.9449,1.8578
2022-04-15,1.9442,1.8568
2022-04-16,1.9403,1.8528
2022-04-17,1.9407,1.8533
2022-04-18,1.9545,1.8805
2022-04-19,1.9574,1.8858
2022-04-20,1.9586,1.8873
2022-04-21,1.9588,1.8876
2022-04-22,1.9583,1.8868
2022-04-23,1.9544,1.8827
2022-04-24,1.9574,1.8861
2022-04-25,1.9749,1.9257
2022-04-26,1.9818,1.9386
2022-04-27,1.9828,1.9402
2022-04-28,1.9826,1.9405
2022-04-29,1.9821,1.9398
2022-04-30,1.9784,1.9357
2022-05-01,1.9645,1.927
2022-05-02,1.878,1.8399
2022-05-03,1.8708,1.8346
2022-05-04,1.8707,1.8361
2022-05-05,1.8707,1.8362
2022-05-06,1.8701,1.8355
2022-05-07,1.8661,1.8306
2022-05-08,1.8734,1.8332
2022-05-09,1.9145,1.8399
2022-05-10,1.922,1.8411
2022-05-11,1.9225,1.8409
2022-05-12,1.923,1.8412
2022-05-13,1.9224,1.8404
2022-05-14,1.9186,1.836
2022-05-15,1.9197,1.8335
2022-05-16,1.9516,1.7966
2022-05-17,1.9599,1.7902
2022-05-18,1.9604,1.7892
2022-05-19,1.9609,1.7884
2022-05-20,1.9608,1.7881
2022-05-21,1.957,1.7838
2022-05-22,1.9641,1.7829
2022-05-23,2.0158,1.7653
2022-05-24,2.0277,1.7598
2022-05-25,2.0283,1.7591
2022-05-26,2.029,1.7587
2022-05-27,2.0287,1.7579
2022-05-28,2.0249,1.7531
2022-05-29,2.0265,1.7551
2022-05-30,2.0553,1.789
2022-05-31,2.0573,1.7951
2022-06-01,2.0574,1.7961
2022-06-02,2.0577,1.7964
2022-06-03,2.0571,1.7956
2022-06-04,2.0532,1.7913
2022-06-05,2.0643,1.7973
2022-06-06,2.1712,1.8925
2022-06-07,2.1855,1.9042
2022-06-08,2.1877,1.9059
2022-06-09,2.188,1.9062
2022-06-10,2.1879,1.9058
2022-06-11,2.1844,1.9018
2022-06-12,2.1828,1.9086
2022-06-13,2.1703,2.0242
2022-06-14,2.1691,2.0368
2022-06-15,2.1687,2.0388
2022-06-16,2.1688,2.0395
2022-06-17,2.1681,2.0391
2022-06-18,2.1642,2.035
2022-06-19,2.1618,2.038
2022-06-20,2.1213,2.0802
2022-06-21,2.1118,2.0854
2022-06-22,2.1118,2.0995
2022-06-23,2.1114,2.0997
2022-06-24,2.1106,2.0989
2022-06-25,2.1064,2.0941
2022-06-26,2.1058,2.0939
2022-06-27,2.1012,2.0655
2022-06-28,2.1008,2.0624
2022-06-29,2.1006,2.0616
2022-06-30,2.1005,2.0615
2022-07-01,2.0998,2.0604
2022-07-02,2.096,2.0561
2022-07-03,2.0963,2.0538
2022-07-04,2.0838,1.9925
2022-07-05,2.0803,1.9834
2022-07-06,2.0728,1.9765
2022-07-07,2.073,1.9766
2022-07-08,2.0723,1.9758
2022-07-09,2.068,1.9712
2022-07-10,2.0709,1.974
2022-07-11,2.0192,1.9231
2022-07-12,2.0146,1.9155
2022-07-13,2.0141,1.9169
2022-07-14,2.0085,1.9091
2022-07-15,2.0076,1.9082
2022-07-16,2.0037,1.9038
2022-07-17,2.0003,1.9041
2022-07-18,1.955,1.9078
2022-07-19,1.9489,1.9073
2022-07-20,1.9604,1.91
2022-07-21,1.96,1.91
2022-07-22,1.9593,1.9093
2022-07-23,1.9555,1.9052
2022-07-24,1.9527,1.9032
2022-07-25,1.8953,1.8572
2022-07-26,1.8884,1.8513
2022-07-27,1.8873,1.8502
2022-07-28,1.8874,1.8502
2022-07-29,1.8866,1.8493
2022-07-30,1.8824,1.8449
2022-07-31,1.883,1.8454
2022-08-01,1.8888,1.8303
2022-08-02,1.8888,1.8257
2022-08-03,1.889,1.8255
2022-08-04,1.8892,1.8256
2022-08-05,1.8879,1.8243
2022-08-06,1.884,1.82
2022-08-07,1.8777,1.8159
2022-08-08,1.8052,1.7462
2022-08-09,1.7957,1.7365
2022-08-10,1.7938,1.7348
2022-08-11,1.7936,1.7345
2022-08-12,1.7929,1.7336
2022-08-13,1.789,1.7292
2022-08-14,1.7886,1.7288
2022-08-15,1.7865,1.7286
2022-08-16,1.7826,1.7249
2022-08-17,1.7809,1.7227
2022-08-18,1.7808,1.7224
2022-08-19,1.7805,1.7218
2022-08-20,1.7769,1.718
2022-08-21,1.7752,1.7206
2022-08-22,1.777,1.7707
2022-08-23,1.776,1.7777
2022-08-24,1.7778,1.7768
2022-08-25,1.7778,1.777
2022-08-26,1.7774,1.7767
2022-08-27,1.7735,1.7724
2022-08-28,1.7765,1.7786
2022-08-29,1.7807,1.8653
2022-08-30,1.781,1.8852
2022-08-31,1.7802,1.8861
2022-09-01,1.7803,1.887
2022-09-02,1.7798,1.8863
2022-09-03,1.7759,1.8822
2022-09-04,1.7714,1.8796
2022-09-05,1.7191,1.8291
2022-09-06,1.7125,1.823
2022-09-07,1.7117,1.8222
2022-09-08,1.7116,1.8218
2022-09-09,1.7105,1.8208
2022-09-10,1.7067,1.8166
2022-09-11,1.706,1.8173
2022-09-12,1.7034,1.8229
2022-09-13,1.7016,1.8232
2022-09-14,1.7013,1.8227
2022-09-15,1.7015,1.8231
2022-09-16,1.7013,1.823
2022-09-17,1.6974,1.8187
2022-09-18,1.6977,1.8171
2022-09-19,1.6945,1.7597
2022-09-20,1.6933,1.753
2022-09-21,1.693,1.7521
2022-09-22,1.6929,1.7519
2022-09-23,1.6927,1.7515
2022-09-24,1.6887,1.7469
2022-09-25,1.6881,1.7468
2022-09-26,1.6879,1.7367
2022-09-27,1.6837,1.7356
2022-09-28,1.6831,1.735
2022-09-29,1.6831,1.7349
2022-09-30,1.6827,1.7342
2022-10-01,1.6788,1.7301
2022-10-02,1.6808,1.7313
2022-10-03,1.7007,1.7516
2022-10-04,1.7445,1.7571
2022-10-05,1.7495,1.757
2022-10-06,1.7488,1.7561
2022-10-07,1.7487,1.7556
2022-10-08,1.745,1.7516
2022-10-09,1.7535,1.7589
2022-10-10,1.8251,1.8564
2022-10-11,1.8492,1.8919
2022-10-12,1.8507,1.893
2022-10-13,1.8514,1.8936
2022-10-14,1.8508,1.8929
2022-10-15,1.8471,1.8887
2022-10-16,1.8509,1.8932
2022-10-17,1.8863,1.9543
2022-10-18,1.889,1.9576
2022-10-19,1.8893,1.9589
2022-10-20,1.8894,1.959
2022-10-21,1.8889,1.9582
2022-10-22,1.885,1.9538
2022-10-23,1.8806,1.9542
2022-10-24,1.8348,1.9527
2022-10-25,1.8283,1.9521
2022-10-26,1.8276,1.9519
2022-10-27,1.8275,1.9519
2022-10-28,1.8268,1.9512
2022-10-29,1.823,1.9469
2022-10-30,1.8223,1.9466
2022-10-31,1.817,1.9407
2022-11-01,1.8157,1.939
2022-11-02,1.813,1.9367
2022-11-03,1.8124,1.9361
2022-11-04,1.8058,1.933
2022-11-05,1.8014,1.9283
2022-11-06,1.8027,1.9262
2022-11-07,1.8228,1.8787
2022-11-08,1.824,1.8708
2022-11-09,1.824,1.8701
2022-11-10,1.8241,1.8699
2022-11-11,1.8236,1.8691
2022-11-12,1.8197,1.8648
2022-11-13,1.8164,1.8626
2022-11-14,1.7849,1.797
2022-11-15,1.781,1.789
2022-11-16,1.7792,1.7864
2022-11-17,1.7792,1.7863
2022-11-18,1.7785,1.7852
2022-11-19,1.7747,1.781
2022-11-20,1.7681,1.7767
2022-11-21,1.7032,1.7012
2022-11-22,1.6957,1.6923
2022-11-23,1.6947,1.6909
2022-11-24,1.6944,1.6909
2022-11-25,1.6942,1.6905
2022-11-26,1.69,1.6859
2022-11-27,1.6867,1.684
2022-11-28,1.6475,1.6438
2022-11-29,1.6428,1.6391
2022-11-30,1.6419,1.6383
2022-12-01,1.6419,1.6384
2022-12-02,1.6413,1.6375
2022-12-03,1.6375,1.6333
2022-12-04,1.6349,1.6317
2022-12-05,1.6521,1.6434
2022-12-06,1.6549,1.6468
2022-12-07,1.6551,1.6471
2022-12-08,1.6552,1.6473
2022-12-09,1.66,1.6542
2022-12-10,1.6558,1.6494
2022-12-11,1.65,1.6445
2022-12-12,1.5933,1.5631
2022-12-13,1.5868,1.5548
2022-12-14,1.5855,1.5534
2022-12-15,1.5856,1.5535
2022-12-16,1.5849,1.5526
2022-12-17,1.581,1.5483
2022-12-18,1.5813,1.5521
2022-12-19,1.5815,1.6079
2022-12-20,1.5809,1.6123
2022-12-21,1.5807,1.6125
2022-12-22,1.5807,1.613
2022-12-23,1.5802,1.6123
2022-12-24,1.5764,1.6082
2022-12-25,1.5785,1.6079
2022-12-26,1.6001,1.6065
2022-12-27,1.6065,1.6053
2022-12-28,1.6067,1.6051
2022-12-29,1.6068,1.6052
2022-12-30,1.6105,1.6054
2022-12-31,1.6063,1.6011
2023-01-01,1.6068,1.6015
2023-01-02,1.6697,1.6335
2023-01-03,1.677,1.6351
2023-01-04,1.6784,1.6356
2023-01-05,1.6788,1.6357
2023-01-06,1.6781,1.6349
2023-01-07,1.674,1.6303
2023-01-08,1.6724,1.6281
2023-01-09,1.6609,1.5994
2023-01-10,1.6588,1.5967
2023-01-11,1.6583,1.5963
2023-01-12,1.6587,1.5965
2023-01-13,1.658,1.5956
2023-01-14,1.6539,1.5912
2023-01-15,1.6552,1.592
2023-01-16,1.6724,1.6112
2023-01-17,1.6715,1.6122
2023-01-18,1.6709,1.6117
2023-01-19,1.6713,1.6123
2023-01-20,1.6711,1.6119
2023-01-21,1.6669,1.6072
2023-01-22,1.6708,1.6093
2023-01-23,1.7049,1.6336
2023-01-24,1.7104,1.6387
2023-01-25,1.7095,1.6383
2023-01-26,1.7102,1.6388
2023-01-27,1.7096,1.6381
2023-01-28,1.7054,1.6335
2023-01-29,1.7092,1.635
2023-01-30,1.7391,1.6496
2023-01-31,1.7449,1.6526
2023-02-01,1.745,1.6522
2023-02-02,1.7454,1.6525
2023-02-03,1.7449,1.6518
2023-02-04,1.7409,1.6474
2023-02-05,1.7383,1.6443
2023-02-06,1.6893,1.58
2023-02-07,1.6769,1.5616
2023-02-08,1.6758,1.5604
2023-02-09,1.676,1.5605
2023-02-10,1.6753,1.5597
2023-02-11,1.6711,1.5551
2023-02-12,1.6713,1.5553
2023-02-13,1.6683,1.5329
2023-02-14,1.6658,1.5262
2023-02-15,1.6651,1.5255
2023-02-16,1.6656,1.5258
2023-02-17,1.6648,1.5248
2023-02-18,1.6606,1.5202
2023-02-19,1.6627,1.5222
2023-02-20,1.6733,1.5378
2023-02-21,1.6738,1.539
2023-02-22,1.6739,1.5394
2023-02-23,1.6742,1.5397
2023-02-24,1.6737,1.5389
2023-02-25,1.6695,1.5344
2023-02-26,1.6698,1.5337
2023-02-27,1.6678,1.5207
2023-02-28,1.6658,1.518
2023-03-01,1.665,1.5171
2023-03-02,1.6655,1.5175
2023-03-03,1.6648,1.5164
2023-03-04,1.6607,1.5119
2023-03-05,1.662,1.5145
2023-03-06,1.6829,1.5661
2023-03-07,1.6852,1.5712
2023-03-08,1.6841,1.5695
2023-03-09,1.6846,1.57
2023-03-10,1.684,1.5693
2023-03-11,1.6799,1.5649
2023-03-12,1.6799,1.5653
2023-03-13,1.6877,1.5518
2023-03-14,1.6894,1.5479
2023-03-15,1.689,1.5474
2023-03-16,1.6892,1.5475
2023-03-17,1.6887,1.5468
2023-03-18,1.6846,1.5424
2023-03-19,1.6823,1.5411
2023-03-20,1.6568,1.5151
2023-03-21,1.6533,1.5121
2023-03-22,1.6528,1.5112
2023-03-23,1.6531,1.5115
2023-03-24,1.6525,1.5107
2023-03-25,1.6486,1.5065
2023-03-26,1.6505,1.5066
2023-03-27,1.6674,1.5067
2023-03-28,1.6689,1.5062
2023-03-29,1.6686,1.5056
2023-03-30,1.6691,1.5062
2023-03-31,1.6685,1.5053
2023-04-01,1.6644,1.5009
2023-04-02,1.668,1.5006
2023-04-03,1.6931,1.494
2023-04-04,1.6973,1.4905
2023-04-05,1.6971,1.4897
2023-04-06,1.6975,1.4898
2023-04-07,1.6969,1.489
2023-04-08,1.6932,1.4847
2023-04-09,1.6936,1.4852
2023-04-10,1.7071,1.4981
2023-04-11,1.7076,1.4993
2023-04-12,1.7079,1.4996
2023-04-13,1.7085,1.5003
2023-04-14,1.7079,1.4994
2023-04-15,1.7037,1.495
2023-04-16,1.7043,1.4954
2023-04-17,1.7135,1.4898
2023-04-18,1.7124,1.4925
2023-04-19,1.712,1.4948
2023-04-20,1.7126,1.4955
2023-04-21,1.712,1.4946
2023-04-22,1.7082,1.4904
2023-04-23,1.7044,1.4898
2023-04-24,1.6733,1.4726
2023-04-25,1.6656,1.4683
2023-04-26,1.6641,1.4673
2023-04-27,1.664,1.4671
2023-04-28,1.6632,1.4663
2023-04-29,1.659,1.4619
2023-04-30,1.6576,1.4606
2023-05-01,1.6587,1.4537
2023-05-02,1.6555,1.4473
2023-05-03,1.6551,1.4465
2023-05-04,1.6567,1.4477
2023-05-05,1.6578,1.4481
2023-05-06,1.6537,1.4437
2023-05-07,1.6503,1.4418
2023-05-08,1.6134,1.4048
2023-05-09,1.6088,1.4007
2023-05-10,1.6081,1.3999
2023-05-11,1.608,1.3998
2023-05-12,1.6072,1.3988
2023-05-13,1.6029,1.3943
2023-05-14,1.6059,1.3962
2023-05-15,1.6373,1.4248
2023-05-16,1.6409,1.427
2023-05-17,1.641,1.427
2023-05-18,1.6414,1.4272
2023-05-19,1.6409,1.4265
2023-05-20,1.6368,1.4221
2023-05-21,1.638,1.423
2023-05-22,1.6536,1.4394
2023-05-23,1.657,1.4422
2023-05-24,1.6566,1.442
2023-05-25,1.657,1.4425
2023-05-26,1.6563,1.4417
2023-05-27,1.6523,1.4374
2023-05-28,1.6553,1.4378
2023-05-29,1.6784,1.4438
2023-05-30,1.6834,1.444
2023-05-31,1.6835,1.4436
2023-06-01,1.684,1.444
2023-06-02,1.6831,1.443
2023-06-03,1.6791,1.4387
2023-06-04,1.6776,1.4385
2023-06-05,1.6637,1.4385
2023-06-06,1.675,1.4513
2023-06-07,1.6801,1.4565
2023-06-08,1.6812,1.4578
2023-06-09,1.681,1.4575
2023-06-10,1.6771,1.4532
2023-06-11,1.6792,1.4547
2023-06-12,1.7015,1.4796
2023-06-13,1.702,1.4815
2023-06-14,1.7019,1.4815
2023-06-15,1.7025,1.4818
2023-06-16,1.702,1.4812
2023-06-17,1.6981,1.4769
2023-06-18,1.6967,1.4767
2023-06-19,1.6847,1.482
2023-06-20,1.6829,1.4822
2023-06-21,1.6826,1.4823
2023-06-22,1.6826,1.4824
2023-06-23,1.6819,1.4817
2023-06-24,1.6779,1.4774
2023-06-25,1.6781,1.4794
2023-06-26,1.6716,1.4986
2023-06-27,1.6704,1.5002
2023-06-28,1.6696,1.4999
2023-06-29,1.6699,1.5003
2023-06-30,1.6696,1.5002
2023-07-01,1.6657,1.4958
2023-07-02,1.6643,1.4953
2023-07-03,1.6479,1.4839
2023-07-04,1.6569,1.4957
2023-07-05,1.6632,1.5018
2023-07-06,1.6644,1.5031
2023-07-07,1.6641,1.5029
2023-07-08,1.6601,1.4986
2023-07-09,1.6623,1.5001
2023-07-10,1.6813,1.5185
2023-07-11,1.6845,1.5205
2023-07-12,1.6847,1.5208
2023-07-13,1.685,1.5211
2023-07-14,1.6846,1.5204
2023-07-15,1.6806,1.516
2023-07-16,1.6817,1.5172
2023-07-17,1.6968,1.535
2023-07-18,1.6991,1.536
2023-07-19,1.6988,1.5358
2023-07-20,1.6992,1.5362
2023-07-21,1.6986,1.5354
2023-07-22,1.6948,1.5313
2023-07-23,1.6961,1.5317
2023-07-24,1.7191,1.5385
2023-07-25,1.7221,1.5384
2023-07-26,1.7221,1.5382
2023-07-27,1.7228,1.5385
2023-07-28,1.7225,1.538
2023-07-29,1.7322,1.5499
2023-07-30,1.7408,1.5551
2023-07-31,1.8091,1.6257
2023-08-01,1.8168,1.633
2023-08-02,1.8172,1.6335
2023-08-03,1.8177,1.634
2023-08-04,1.8171,1.6332
2023-08-05,1.8133,1.629
2023-08-06,1.8145,1.6329
2023-08-07,1.8229,1.6875
2023-08-08,1.8235,1.692
2023-08-09,1.8232,1.6923
2023-08-10,1.8234,1.6927
2023-08-11,1.8228,1.692
2023-08-12,1.8188,1.6876
2023-08-13,1.8192,1.6886
2023-08-14,1.827,1.7055
2023-08-15,1.8274,1.7066
2023-08-16,1.8276,1.7069
2023-08-17,1.828,1.7076
2023-08-18,1.8271,1.7065
2023-08-19,1.8232,1.7022
2023-08-20,1.8262,1.702
2023-08-21,1.8545,1.7032
2023-08-22,1.8568,1.7025
2023-08-23,1.8567,1.7017
2023-08-24,1.8572,1.702
2023-08-25,1.8567,1.7013
2023-08-26,1.853,1.6973
2023-08-27,1.8544,1.6992
2023-08-28,1.872,1.7243
2023-08-29,1.8743,1.7255
2023-08-30,1.8739,1.7252
2023-08-31,1.8739,1.7251
2023-09-01,1.8736,1.7249
2023-09-02,1.8697,1.7206
2023-09-03,1.87,1.721
2023-09-04,1.8716,1.7196
2023-09-05,1.8706,1.7181
2023-09-06,1.8703,1.7179
2023-09-07,1.8705,1.7181
2023-09-08,1.8698,1.7172
2023-09-09,1.8658,1.7129
2023-09-10,1.8645,1.7152
2023-09-11,1.8587,1.7515
2023-09-12,1.8562,1.759
2023-09-13,1.8557,1.7592
2023-09-14,1.8558,1.7596
2023-09-15,1.8551,1.7587
2023-09-16,1.851,1.7544
2023-09-17,1.8515,1.7584
2023-09-18,1.8567,1.8052
2023-09-19,1.8588,1.8146
2023-09-20,1.8586,1.8148
2023-09-21,1.8589,1.8151
2023-09-22,1.8584,1.8144
2023-09-23,1.8543,1.8101
2023-09-24,1.8547,1.8094
2023-09-25,1.865,1.8051
2023-09-26,1.8578,1.7864
2023-09-27,1.8553,1.7821
2023-09-28,1.8556,1.7822
2023-09-29,1.8549,1.781
2023-09-30,1.8508,1.7765
2023-10-01,1.852,1.777
2023-10-02,1.8528,1.7815
2023-10-03,1.8524,1.7806
2023-10-04,1.8517,1.78
2023-10-05,1.852,1.7803
2023-10-06,1.8524,1.78
2023-10-07,1.8545,1.7845
2023-10-08,1.8467,1.7821
2023-10-09,1.7979,1.7439
2023-10-10,1.7847,1.7299
2023-10-11,1.7841,1.7294
2023-10-12,1.7835,1.7292
2023-10-13,1.7826,1.7281
2023-10-14,1.7785,1.7235
2023-10-15,1.7762,1.7223
2023-10-16,1.7599,1.7113
2023-10-17,1.7543,1.707
2023-10-18,1.7538,1.7065
2023-10-19,1.7539,1.7067
2023-10-20,1.7532,1.7057
2023-10-21,1.7491,1.7013
2023-10-22,1.7513,1.7034
2023-10-23,1.774,1.7263
2023-10-24,1.7751,1.7279
2023-10-25,1.775,1.7279
2023-10-26,1.7754,1.728
2023-10-27,1.7749,1.7274
2023-10-28,1.7708,1.723
2023-10-29,1.7703,1.7222
2023-10-30,1.7683,1.7059
2023-10-31,1.767,1.6998
2023-11-01,1.7665,1.6992
2023-11-02,1.7664,1.6989
2023-11-03,1.7657,1.698
2023-11-04,1.7617,1.6936
2023-11-05,1.7621,1.6941
2023-11-06,1.7642,1.6924
2023-11-07,1.7652,1.6917
2023-11-08,1.7648,1.6914
2023-11-09,1.7656,1.692
2023-11-10,1.7645,1.6909
2023-11-11,1.7606,1.6864
2023-11-12,1.759,1.6845
2023-11-13,1.7392,1.649
2023-11-14,1.7361,1.6443
2023-11-15,1.7355,1.6432
2023-11-16,1.7357,1.6432
2023-11-17,1.735,1.6423
2023-11-18,1.731,1.6378
2023-11-19,1.7285,1.6377
2023-11-20,1.7027,1.6311
2023-11-21,1.6951,1.6297
2023-11-22,1.694,1.6291
2023-11-23,1.6943,1.6294
2023-11-24,1.6932,1.6283
2023-11-25,1.6892,1.6239
2023-11-26,1.6885,1.6242
2023-11-27,1.6801,1.6272
2023-11-28,1.6759,1.6259
2023-11-29,1.6753,1.6257
2023-11-30,1.6757,1.626
2023-12-01,1.6752,1.6256
2023-12-02,1.6711,1.6211
2023-12-03,1.6712,1.6207
2023-12-04,1.6671,1.6071
2023-12-05,1.6654,1.6044
2023-12-06,1.6646,1.6038
2023-12-07,1.6646,1.604
2023-12-08,1.664,1.6031
2023-12-09,1.66,1.5986
2023-12-10,1.6583,1.5972
2023-12-11,1.6422,1.5759
2023-12-12,1.64,1.5728
2023-12-13,1.6392,1.572
2023-12-14,1.6394,1.5719
2023-12-15,1.6386,1.571
2023-12-16,1.6337,1.566
2023-12-17,1.6334,1.5654
2023-12-18,1.628,1.554
2023-12-19,1.6267,1.5523
2023-12-20,1.6261,1.5514
2023-12-21,1.6265,1.5515
2023-12-22,1.6259,1.5508
2023-12-23,1.6217,1.5462
2023-12-24,1.6223,1.5469
2023-12-25,1.6405,1.5737
2023-12-26,1.6451,1.5838
2023-12-27,1.6462,1.5855
2023-12-28,1.6464,1.5859
2023-12-29,1.6459,1.5852
2023-12-30,1.6416,1.5805
2023-12-31,1.6416,1.5796
2024-01-01,1.6434,1.5666
2024-01-02,1.6425,1.5585
2024-01-03,1.6416,1.5542
2024-01-04,1.6413,1.553
2024-01-05,1.6407,1.5521
2024-01-06,1.6365,1.5474
2024-01-07,1.6371,1.5484
2024-01-08,1.644,1.552
2024-01-09,1.6447,1.5501
2024-01-10,1.6443,1.5496
2024-01-11,1.6446,1.5499
2024-01-12,1.6447,1.5495
2024-01-13,1.6411,1.5457
2024-01-14,1.6422,1.5473
2024-01-15,1.6453,1.5613
2024-01-16,1.6447,1.561
2024-01-17,1.6443,1.5606
2024-01-18,1.6451,1.5615
2024-01-19,1.6444,1.5605
2024-01-20,1.6436,1.558
2024-01-21,1.6421,1.5574
2024-01-22,1.6632,1.5789
2024-01-23,1.6642,1.5797
2024-01-24,1.6639,1.5794
2024-01-25,1.6644,1.5798
2024-01-26,1.6638,1.5789
2024-01-27,1.6596,1.5743
2024-01-28,1.6628,1.5766
2024-01-29,1.6858,1.6042
2024-01-30,1.6873,1.6057
2024-01-31,1.6873,1.6055
2024-02-01,1.6878,1.6059
