date,gasolina95_pvp_eur_l,gasoleo_pvp_eur_l
2024-02-02,1.687,1.6049
2024-02-03,1.6828,1.6003
2024-02-04,1.6849,1.6023
2024-02-05,1.6957,1.6261
2024-02-06,1.6968,1.6301
2024-02-07,1.6965,1.63
2024-02-08,1.6968,1.6305
2024-02-09,1.6962,1.6295
2024-02-10,1.692,1.625
2024-02-11,1.6933,1.6259
2024-02-12,1.7064,1.6466
2024-02-13,1.7071,1.6476
2024-02-14,1.7071,1.6482
2024-02-15,1.7074,1.6485
2024-02-16,1.7068,1.6476
2024-02-17,1.7026,1.6431
2024-02-18,1.7057,1.6452
2024-02-19,1.7331,1.6643
2024-02-20,1.7372,1.6658
2024-02-21,1.7372,1.6656
2024-02-22,1.7376,1.666
2024-02-23,1.737,1.665
2024-02-24,1.7327,1.6603
2024-02-25,1.7322,1.6591
2024-02-26,1.7271,1.6401
2024-02-27,1.7265,1.638
2024-02-28,1.726,1.637
2024-02-29,1.7259,1.637
2024-03-01,1.725,1.6359
2024-03-02,1.7207,1.6312
2024-03-03,1.7211,1.6311
2024-03-04,1.734,1.6299
2024-03-05,1.735,1.6288
2024-03-06,1.7351,1.6285
2024-03-07,1.7355,1.629
2024-03-08,1.7349,1.6281
2024-03-09,1.731,1.6236
2024-03-10,1.7312,1.6232
2024-03-11,1.7322,1.6158
2024-03-12,1.7315,1.6144
2024-03-13,1.7306,1.6131
2024-03-14,1.7311,1.6134
2024-03-15,1.7303,1.6123
2024-03-16,1.7259,1.6076
2024-03-17,1.7271,1.608
2024-03-18,1.7414,1.6131
2024-03-19,1.743,1.6129
2024-03-20,1.7433,1.6129
2024-03-21,1.7446,1.6158
2024-03-22,1.7444,1.6154
2024-03-23,1.7399,1.6103
2024-03-24,1.7431,1.612
2024-03-25,1.7758,1.6301
2024-03-26,1.7766,1.6275
2024-03-27,1.7765,1.6275
2024-03-28,1.777,1.628
2024-03-29,1.7738,1.6241
2024-03-30,1.7721,1.6222
2024-03-31,1.7723,1.6224
2024-04-01,1.7961,1.6197
2024-04-02,1.8004,1.6178
2024-04-03,1.8005,1.6172
2024-04-04,1.8008,1.6176
2024-04-05,1.8003,1.6167
2024-04-06,1.7959,1.6119
2024-04-07,1.7971,1.6145
2024-04-08,1.8103,1.6442
2024-04-09,1.8119,1.6489
2024-04-10,1.8117,1.6488
2024-04-11,1.8121,1.6493
2024-04-12,1.8113,1.6483
2024-04-13,1.807,1.6435
2024-04-14,1.8067,1.6433
2024-04-15,1.8102,1.6315
2024-04-16,1.8101,1.6293
2024-04-17,1.8098,1.6286
2024-04-18,1.81,1.6289
2024-04-19,1.8093,1.6279
2024-04-20,1.805,1.6231
2024-04-21,1.8072,1.623
2024-04-22,1.8209,1.6077
2024-04-23,1.8216,1.6058
2024-04-24,1.8215,1.6053
2024-04-25,1.8218,1.6055
2024-04-26,1.8213,1.6049
2024-04-27,1.8168,1.6
2024-04-28,1.8161,1.5999
2024-04-29,1.8075,1.5914
2024-04-30,1.804,1.5871
2024-05-01,1.8037,1.5866
2024-05-02,1.8039,1.5869
2024-05-03,1.8032,1.586
2024-05-04,1.7989,1.5812
2024-05-05,1.7981,1.5809
2024-05-06,1.7864,1.5704
2024-05-07,1.7846,1.5695
2024-05-08,1.7841,1.5688
2024-05-09,1.7844,1.5691
2024-05-10,1.7837,1.568
2024-05-11,1.7794,1.5633
2024-05-12,1.7767,1.5636
2024-05-13,1.7555,1.5646
2024-05-14,1.754,1.5639
2024-05-15,1.7533,1.5635
2024-05-16,1.7537,1.5639
2024-05-17,1.753,1.5629
2024-05-18,1.7486,1.5581
2024-05-19,1.748,1.5578
2024-05-20,1.7488,1.5533
2024-05-21,1.7484,1.5522
2024-05-22,1.7481,1.5517
2024-05-23,1.7483,1.5519
2024-05-24,1.7477,1.551
2024-05-25,1.7434,1.5463
2024-05-26,1.7435,1.5466
2024-05-27,1.745,1.5516
2024-05-28,1.7531,1.5558
2024-05-29,1.754,1.557
2024-05-30,1.7558,1.5584
2024-05-31,1.7557,1.5581
2024-06-01,1.7505,1.5527
2024-06-02,1.7408,1.5486
2024-06-03,1.7325,1.5508
2024-06-04,1.7304,1.5494
2024-06-05,1.7291,1.5484
2024-06-06,1.7294,1.5489
2024-06-07,1.7286,1.5477
2024-06-08,1.7243,1.5429
2024-06-09,1.7218,1.5416
2024-06-10,1.7024,1.5232
2024-06-11,1.6972,1.5186
2024-06-12,1.6958,1.517
2024-06-13,1.6957,1.5171
2024-06-14,1.6952,1.5163
2024-06-15,1.6907,1.5115
2024-06-16,1.692,1.5141
2024-06-17,1.7078,1.5506
2024-06-18,1.7108,1.5574
2024-06-19,1.7102,1.5573
2024-06-20,1.7107,1.558
2024-06-21,1.7101,1.5571
2024-06-22,1.7057,1.5524
2024-06-23,1.7078,1.5545
2024-06-24,1.7259,1.5852
2024-06-25,1.7277,1.5889
2024-06-26,1.7276,1.5887
2024-06-27,1.7282,1.5894
2024-06-28,1.7274,1.5884
2024-06-29,1.7231,1.5838
2024-06-30,1.7234,1.584
2024-07-01,1.7368,1.5942
2024-07-02,1.7376,1.5949
2024-07-03,1.7374,1.5945
2024-07-04,1.7377,1.5949
2024-07-05,1.7371,1.5939
2024-07-06,1.7327,1.5892
2024-07-07,1.7349,1.5902
2024-07-08,1.7505,1.604
2024-07-09,1.7513,1.6047
2024-07-10,1.751,1.6045
2024-07-11,1.7515,1.6049
2024-07-12,1.7508,1.6038
2024-07-13,1.7465,1.5991
2024-07-14,1.7457,1.5983
2024-07-15,1.7365,1.5828
2024-07-16,1.7351,1.5808
2024-07-17,1.7348,1.5804
2024-07-18,1.7351,1.5807
2024-07-19,1.7345,1.5797
2024-07-20,1.7302,1.5751
2024-07-21,1.7296,1.5743
2024-07-22,1.7256,1.5645
2024-07-23,1.7245,1.563
2024-07-24,1.7241,1.5623
2024-07-25,1.7243,1.5625
2024-07-26,1.7236,1.5616
2024-07-27,1.7193,1.557
2024-07-28,1.7186,1.5568
2024-07-29,1.7134,1.5532
2024-07-30,1.712,1.5519
2024-07-31,1.7156,1.5592
2024-08-01,1.7164,1.56
2024-08-02,1.7159,1.5593
2024-08-03,1.7109,1.5537
2024-08-04,1.7114,1.5542
2024-08-05,1.7125,1.5438
2024-08-06,1.7164,1.5452
2024-08-07,1.7133,1.5431
2024-08-08,1.7137,1.5434
2024-08-09,1.7134,1.5429
2024-08-10,1.7089,1.538
2024-08-11,1.7054,1.5362
2024-08-12,1.6866,1.5251
2024-08-13,1.682,1.5208
2024-08-14,1.6814,1.5205
2024-08-15,1.6816,1.5208
2024-08-16,1.6809,1.5198
2024-08-17,1.6766,1.5151
2024-08-18,1.679,1.5169
2024-08-19,1.6891,1.5297
2024-08-20,1.6893,1.5301
2024-08-21,1.689,1.5299
2024-08-22,1.6891,1.5301
2024-08-23,1.6887,1.5294
2024-08-24,1.6843,1.5247
2024-08-25,1.6846,1.5252
2024-08-26,1.6828,1.531
2024-08-27,1.6803,1.5306
2024-08-28,1.6806,1.5313
2024-08-29,1.681,1.5318
2024-08-30,1.6806,1.5318
2024-08-31,1.6764,1.5269
2024-09-01,1.6752,1.5269
2024-09-02,1.6698,1.5295
2024-09-03,1.6683,1.5273
2024-09-04,1.6679,1.5269
2024-09-05,1.6681,1.5273
2024-09-06,1.6729,1.5357
2024-09-07,1.6682,1.5306
2024-09-08,1.6643,1.5297
2024-09-09,1.6421,1.5257
2024-09-10,1.6469,1.5332
2024-09-11,1.6463,1.533
2024-09-12,1.6464,1.5335
2024-09-13,1.6459,1.5327
2024-09-14,1.6412,1.5276
2024-09-15,1.6417,1.5281
2024-09-16,1.6508,1.5348
2024-09-17,1.6496,1.5313
2024-09-18,1.6493,1.5301
2024-09-19,1.6515,1.5324
2024-09-20,1.652,1.5336
2024-09-21,1.6475,1.5287
2024-09-22,1.6466,1.5281
2024-09-23,1.6624,1.5363
2024-09-24,1.663,1.5374
2024-09-25,1.6629,1.5371
2024-09-26,1.6633,1.5379
2024-09-27,1.6627,1.5369
2024-09-28,1.6593,1.533
2024-09-29,1.6596,1.5334
2024-09-30,1.6591,1.5417
2024-10-01,1.6586,1.5402
2024-10-02,1.6667,1.5472
2024-10-03,1.6685,1.5491
2024-10-04,1.6676,1.5478
2024-10-05,1.6627,1.5426
2024-10-06,1.6559,1.5383
2024-10-07,1.6791,1.5572
2024-10-08,1.6794,1.5569
2024-10-09,1.6791,1.5561
2024-10-10,1.6805,1.558
2024-10-11,1.6798,1.5571
2024-10-12,1.6751,1.5519
2024-10-13,1.6755,1.5526
2024-10-14,1.7065,1.5825
2024-10-15,1.712,1.5867
2024-10-16,1.7123,1.5867
2024-10-17,1.7129,1.5874
2024-10-18,1.7119,1.5862
2024-10-19,1.7073,1.5811
2024-10-20,1.7076,1.5815
2024-10-21,1.706,1.5628
2024-10-22,1.705,1.5592
2024-10-23,1.7046,1.5588
2024-10-24,1.7047,1.5583
2024-10-25,1.7041,1.5574
2024-10-26,1.6994,1.5523
2024-10-27,1.6998,1.5527
2024-10-28,1.7116,1.5648
2024-10-29,1.7131,1.5661
2024-10-30,1.7139,1.5669
2024-10-31,1.7147,1.5687
2024-11-01,1.7139,1.5679
2024-11-02,1.7094,1.5627
2024-11-03,1.7093,1.5633
2024-11-04,1.6812,1.5584
2024-11-05,1.6767,1.5579
2024-11-06,1.6763,1.5574
2024-11-07,1.6766,1.5574
2024-11-08,1.6757,1.5565
2024-11-09,1.6714,1.5518
2024-11-10,1.6718,1.5523
2024-11-11,1.6904,1.5804
2024-11-12,1.6919,1.5835
2024-11-13,1.6913,1.5826
2024-11-14,1.6923,1.5835
2024-11-15,1.6911,1.5825
2024-11-16,1.6865,1.5775
2024-11-17,1.6869,1.5779
2024-11-18,1.6948,1.5811
2024-11-19,1.697,1.5797
2024-11-20,1.6976,1.5791
2024-11-21,1.6984,1.5799
2024-11-22,1.6988,1.5799
2024-11-23,1.6943,1.575
2024-11-24,1.6949,1.5757
2024-11-25,1.7154,1.6011
2024-11-26,1.7154,1.6027
2024-11-27,1.7156,1.6029
2024-11-28,1.7159,1.603
2024-11-29,1.715,1.6026
2024-11-30,1.7104,1.5975
2024-12-01,1.7108,1.5983
2024-12-02,1.7042,1.6005
2024-12-03,1.7018,1.6001
2024-12-04,1.7032,1.599
2024-12-05,1.7027,1.6015
2024-12-06,1.7024,1.6012
2024-12-07,1.6978,1.5962
2024-12-08,1.6976,1.5959
2024-12-09,1.6994,1.5905
2024-12-10,1.698,1.5882
2024-12-11,1.6986,1.589
2024-12-12,1.6991,1.5909
2024-12-13,1.6986,1.5901
2024-12-14,1.6938,1.5847
2024-12-15,1.6941,1.5852
2024-12-16,1.7126,1.596
2024-12-17,1.7137,1.5962
2024-12-18,1.7132,1.5954
2024-12-19,1.7138,1.5959
2024-12-20,1.7131,1.5948
2024-12-21,1.7083,1.5895
2024-12-22,1.7085,1.5899
2024-12-23,1.7176,1.609
2024-12-24,1.7178,1.61
2024-12-25,1.7174,1.6097
2024-12-26,1.7182,1.6108
2024-12-27,1.7178,1.6102
2024-12-28,1.7132,1.6049
2024-12-29,1.7136,1.6056
2024-12-30,1.7186,1.6105
2024-12-31,1.719,1.6098
2025-01-01,1.7215,1.6092
2025-01-02,1.725,1.6123
2025-01-03,1.7263,1.6136
2025-01-04,1.721,1.608
2025-01-05,1.7208,1.6086
2025-01-06,1.7462,1.6333
2025-01-07,1.7504,1.6346
2025-01-08,1.7498,1.6339
2025-01-09,1.7498,1.6339
2025-01-10,1.7491,1.633
2025-01-11,1.7444,1.6276
2025-01-12,1.7448,1.6282
2025-01-13,1.7502,1.6402
2025-01-14,1.7503,1.6422
2025-01-15,1.75,1.6427
2025-01-16,1.7509,1.6439
2025-01-17,1.7503,1.6436
2025-01-18,1.7465,1.6392
2025-01-19,1.7458,1.6386
2025-01-20,1.7762,1.6873
2025-01-21,1.7789,1.6927
2025-01-22,1.7786,1.6924
2025-01-23,1.7793,1.6933
2025-01-24,1.7786,1.6924
2025-01-25,1.7741,1.6874
2025-01-26,1.7742,1.6876
2025-01-27,1.7703,1.6689
2025-01-28,1.769,1.665
2025-01-29,1.7685,1.6645
2025-01-30,1.769,1.6649
2025-01-31,1.7683,1.6639
2025-02-01,1.7642,1.6593
2025-02-02,1.7645,1.6595
2025-02-03,1.7632,1.6452
2025-02-04,1.763,1.6423
2025-02-05,1.7625,1.6415
2025-02-06,1.7631,1.6421
2025-02-07,1.7625,1.6411
2025-02-08,1.7579,1.6356
2025-02-09,1.7584,1.6364
2025-02-10,1.7715,1.6464
2025-02-11,1.7724,1.6467
2025-02-12,1.7726,1.6464
2025-02-13,1.7735,1.647
2025-02-14,1.7727,1.6459
2025-02-15,1.7686,1.6413
2025-02-16,1.7689,1.6418
2025-02-17,1.7733,1.659
2025-02-18,1.7732,1.6614
2025-02-19,1.7706,1.663
2025-02-20,1.7698,1.6606
2025-02-21,1.7693,1.6602
2025-02-22,1.766,1.657
2025-02-23,1.7679,1.659
2025-02-24,1.7621,1.6643
2025-02-25,1.7598,1.6632
2025-02-26,1.7593,1.6629
2025-02-27,1.76,1.6639
2025-02-28,1.7588,1.6626
2025-03-01,1.7547,1.6581
2025-03-02,1.7565,1.6598
2025-03-03,1.7399,1.6412
2025-03-04,1.7366,1.6375
2025-03-05,1.7351,1.6358
2025-03-06,1.7358,1.6365
2025-03-07,1.7344,1.6345
2025-03-08,1.7303,1.6301
2025-03-09,1.7301,1.6302
2025-03-10,1.6989,1.6061
2025-03-11,1.6928,1.6014
2025-03-12,1.6918,1.6004
2025-03-13,1.6918,1.6006
2025-03-14,1.6903,1.5988
2025-03-15,1.6863,1.5945
2025-03-16,1.6873,1.5951
2025-03-17,1.6904,1.5843
2025-03-18,1.6897,1.5813
2025-03-19,1.6895,1.581
2025-03-20,1.6902,1.5815
2025-03-21,1.6888,1.5797
2025-03-22,1.6846,1.5753
2025-03-23,1.6864,1.5765
2025-03-24,1.7075,1.5812
2025-03-25,1.7089,1.5809
2025-03-26,1.7089,1.5802
2025-03-27,1.7095,1.5805
2025-03-28,1.7081,1.579
2025-03-29,1.7043,1.5745
2025-03-30,1.7067,1.5766
2025-03-31,1.7445,1.5975
2025-04-01,1.7484,1.5994
2025-04-02,1.748,1.5992
2025-04-03,1.7484,1.5997
2025-04-04,1.7473,1.5979
2025-04-05,1.7432,1.5935
2025-04-06,1.744,1.5941
2025-04-07,1.744,1.5873
2025-04-08,1.7428,1.5845
2025-04-09,1.744,1.5847
2025-04-10,1.7436,1.5846
2025-04-11,1.7443,1.5841
2025-04-12,1.7402,1.5796
2025-04-13,1.7393,1.5791
2025-04-14,1.6808,1.5294
2025-04-15,1.672,1.5204
2025-04-16,1.6704,1.5189
2025-04-17,1.6703,1.5191
2025-04-18,1.6691,1.5175
2025-04-19,1.6647,1.5132
2025-04-20,1.6663,1.5146
2025-04-21,1.6735,1.5193
2025-04-22,1.6736,1.5191
2025-04-23,1.6761,1.5222
2025-04-24,1.688,1.5321
2025-04-25,1.6928,1.5335
2025-04-26,1.6882,1.5286
2025-04-27,1.6885,1.5298
2025-04-28,1.6867,1.5315
2025-04-29,1.6832,1.5269
2025-04-30,1.683,1.5255
2025-05-01,1.6837,1.5263
2025-05-02,1.6824,1.5247
2025-05-03,1.6782,1.5201
2025-05-04,1.6785,1.5208
2025-05-05,1.6666,1.5134
2025-05-06,1.6633,1.5104
2025-05-07,1.6619,1.5089
2025-05-08,1.6624,1.5091
2025-05-09,1.6613,1.5077
2025-05-10,1.6571,1.5031
2025-05-11,1.6581,1.5039
2025-05-12,1.6664,1.5034
2025-05-13,1.6667,1.5025
2025-05-14,1.6668,1.5024
2025-05-15,1.6675,1.5029
2025-05-16,1.6666,1.5014
2025-05-17,1.6625,1.4968
2025-05-18,1.6641,1.4987
2025-05-19,1.6912,1.5306
2025-05-20,1.6926,1.5325
2025-05-21,1.6919,1.5322
2025-05-22,1.693,1.533
2025-05-23,1.6925,1.5325
2025-05-24,1.6885,1.528
2025-05-25,1.6887,1.5284
2025-05-26,1.684,1.5222
2025-05-27,1.6829,1.52
2025-05-28,1.6821,1.5196
2025-05-29,1.6818,1.5187
2025-05-30,1.6813,1.5182
2025-05-31,1.6779,1.5141
2025-06-01,1.6783,1.5148
2025-06-02,1.6758,1.5143
2025-06-03,1.6747,1.5131
2025-06-04,1.6742,1.5125
2025-06-05,1.6751,1.5135
2025-06-06,1.6743,1.5127
2025-06-07,1.6709,1.5093
2025-06-08,1.6725,1.511
2025-06-09,1.6786,1.5178
2025-06-10,1.6787,1.5177
2025-06-11,1.678,1.5167
2025-06-12,1.6803,1.5186
2025-06-13,1.6798,1.519
2025-06-14,1.6764,1.5154
2025-06-15,1.6772,1.5168
2025-06-16,1.6925,1.5351
2025-06-17,1.6927,1.5367
2025-06-18,1.6921,1.5359
2025-06-19,1.6922,1.5359
2025-06-20,1.6914,1.5347
2025-06-21,1.6884,1.5312
2025-06-22,1.6895,1.5335
2025-06-23,1.7146,1.6021
2025-06-24,1.7211,1.6136
2025-06-25,1.7213,1.6135
2025-06-26,1.7222,1.6151
2025-06-27,1.7209,1.6133
2025-06-28,1.7174,1.6095
2025-06-29,1.7172,1.6092
2025-06-30,1.6939,1.5766
2025-07-01,1.6903,1.5716
2025-07-02,1.6896,1.571
2025-07-03,1.6894,1.571
2025-07-04,1.6888,1.5699
2025-07-05,1.6852,1.5658
2025-07-06,1.6855,1.5663
2025-07-07,1.6754,1.5732
2025-07-08,1.6732,1.5732
2025-07-09,1.6729,1.5731
2025-07-10,1.6731,1.5732
2025-07-11,1.6734,1.5737
2025-07-12,1.67,1.57
2025-07-13,1.6709,1.5713
2025-07-14,1.6897,1.604
2025-07-15,1.6906,1.6082
2025-07-16,1.6902,1.6076
2025-07-17,1.6905,1.6085
2025-07-18,1.6903,1.6079
2025-07-19,1.6868,1.6041
2025-07-20,1.6871,1.6043
2025-07-21,1.6885,1.5991
2025-07-22,1.6881,1.5978
2025-07-23,1.6876,1.597
2025-07-24,1.6883,1.5979
2025-07-25,1.6878,1.5972
2025-07-26,1.6846,1.5939
2025-07-27,1.6851,1.5946
2025-07-28,1.6809,1.593
2025-07-29,1.6788,1.5905
2025-07-30,1.6781,1.5897
2025-07-31,1.6784,1.59
2025-08-01,1.6782,1.5894
2025-08-02,1.6745,1.5855
2025-08-03,1.6752,1.586
2025-08-04,1.7041,1.5878
2025-08-05,1.7066,1.5864
2025-08-06,1.7054,1.5858
2025-08-07,1.7057,1.5857
2025-08-08,1.7064,1.5862
2025-08-09,1.7033,1.5827
2025-08-10,1.7035,1.5828
2025-08-11,1.6959,1.5593
2025-08-12,1.693,1.5539
2025-08-13,1.6925,1.5534
2025-08-14,1.6923,1.553
2025-08-15,1.6914,1.5518
2025-08-16,1.6879,1.5484
2025-08-17,1.6887,1.5489
2025-08-18,1.6924,1.5395
2025-08-19,1.6913,1.5376
2025-08-20,1.691,1.5367
2025-08-21,1.6913,1.5369
2025-08-22,1.6919,1.5374
2025-08-23,1.6884,1.5335
2025-08-24,1.6881,1.5342
2025-08-25,1.6972,1.5448
2025-08-26,1.6971,1.5437
2025-08-27,1.6962,1.5426
2025-08-28,1.6979,1.545
2025-08-29,1.6981,1.5451
2025-08-30,1.6951,1.5419
2025-08-31,1.696,1.543
2025-09-01,1.6979,1.5484
2025-09-02,1.6974,1.5483
2025-09-03,1.6968,1.5473
2025-09-04,1.6965,1.5471
2025-09-05,1.6964,1.5469
2025-09-06,1.6934,1.5436
2025-09-07,1.6937,1.5441
2025-09-08,1.7105,1.5645
2025-09-09,1.7107,1.5649
2025-09-10,1.7092,1.5633
2025-09-11,1.7099,1.5639
2025-09-12,1.709,1.5628
2025-09-13,1.7058,1.5593
2025-09-14,1.7061,1.5598
2025-09-15,1.7097,1.5614
2025-09-16,1.7097,1.5609
2025-09-17,1.7088,1.5603
2025-09-18,1.6994,1.5545
2025-09-19,1.6999,1.5545
2025-09-20,1.6948,1.5507
2025-09-21,1.707,1.5588
2025-09-22,1.7156,1.5679
2025-09-23,1.7136,1.5678
2025-09-24,1.713,1.5672
2025-09-25,1.7127,1.5672
2025-09-26,1.7118,1.5663
2025-09-27,1.7079,1.5619
2025-09-28,1.7078,1.5619
2025-09-29,1.7068,1.5723
2025-09-30,1.707,1.5734
2025-10-01,1.7069,1.5725
2025-10-02,1.7069,1.5725
2025-10-03,1.7063,1.5712
2025-10-04,1.703,1.5675
2025-10-05,1.7033,1.5677
2025-10-06,1.7011,1.5527
2025-10-07,1.6999,1.5491
2025-10-08,1.6995,1.5485
2025-10-09,1.6995,1.5485
2025-10-10,1.699,1.5477
2025-10-11,1.6956,1.5439
2025-10-12,1.6956,1.544
2025-10-13,1.6983,1.5431
2025-10-14,1.6988,1.5421
2025-10-15,1.6983,1.5417
2025-10-16,1.6984,1.5418
2025-10-17,1.6982,1.5408
2025-10-18,1.6949,1.537
2025-10-19,1.6953,1.5372
2025-10-20,1.6966,1.5266
2025-10-21,1.6954,1.5231
2025-10-22,1.6951,1.5224
2025-10-23,1.6953,1.5227
2025-10-24,1.6943,1.5218
2025-10-25,1.6908,1.518
2025-10-26,1.691,1.5185
2025-10-27,1.686,1.542
2025-10-28,1.6847,1.5446
2025-10-29,1.6844,1.5444
2025-10-30,1.6847,1.5448
2025-10-31,1.6841,1.5439
2025-11-01,1.6806,1.5405
2025-11-02,1.6816,1.5423
2025-11-03,1.7025,1.5835
2025-11-04,1.7054,1.5887
2025-11-05,1.7055,1.5889
2025-11-06,1.7057,1.589
2025-11-07,1.7045,1.5876
2025-11-08,1.7009,1.5836
2025-11-09,1.7014,1.5841
2025-11-10,1.7057,1.604
2025-11-11,1.7044,1.6037
2025-11-12,1.7043,1.6039
2025-11-13,1.7047,1.6043
2025-11-14,1.7042,1.6035
2025-11-15,1.7011,1.6003
2025-11-16,1.7023,1.6011
2025-11-17,1.732,1.6088
2025-11-18,1.7347,1.6089
2025-11-19,1.7343,1.6081
2025-11-20,1.7344,1.6085
2025-11-21,1.734,1.6077
2025-11-22,1.7306,1.604
2025-11-23,1.7311,1.6052
2025-11-24,1.7225,1.6317
2025-11-25,1.7197,1.6335
2025-11-26,1.7198,1.6341
2025-11-27,1.7201,1.6347
2025-11-28,1.7191,1.6335
2025-11-29,1.7159,1.63
2025-11-30,1.716,1.63
2025-12-01,1.7094,1.6041
2025-12-02,1.7057,1.5962
2025-12-03,1.7048,1.5942
2025-12-04,1.7043,1.592
2025-12-05,1.7037,1.591
2025-12-06,1.7003,1.587
2025-12-07,1.7009,1.5876
2025-12-08,1.6997,1.5789
2025-12-09,1.6984,1.5754
2025-12-10,1.6968,1.5732
2025-12-11,1.6964,1.5731
2025-12-12,1.6959,1.5721
2025-12-13,1.6926,1.5682
2025-12-14,1.6926,1.5683
2025-12-15,1.6786,1.552
2025-12-16,1.6761,1.5498
2025-12-17,1.675,1.5486
2025-12-18,1.6752,1.5485
2025-12-19,1.6744,1.5476
2025-12-20,1.6709,1.5439
2025-12-21,1.671,1.544
2025-12-22,1.6505,1.5252
2025-12-23,1.6459,1.5205
2025-12-24,1.6455,1.52
2025-12-25,1.6459,1.5206
2025-12-26,1.645,1.5197
2025-12-27,1.6418,1.5159
2025-12-28,1.6424,1.5165
2025-12-29,1.6536,1.5258
2025-12-30,1.6537,1.5254
2025-12-31,1.6558,1.5282
2026-01-01,1.6613,1.5334
2026-01-02,1.6612,1.5332
2026-01-03,1.6575,1.5292
2026-01-04,1.6576,1.5295
2026-01-05,1.6561,1.534
2026-01-06,1.656,1.5349
2026-01-07,1.6557,1.5347
2026-01-08,1.6577,1.5372
2026-01-09,1.6588,1.5385
2026-01-10,1.6548,1.5343
2026-01-11,1.655,1.5345
2026-01-12,1.6589,1.5367
2026-01-13,1.6603,1.5374
2026-01-14,1.6566,1.5343
2026-01-15,1.6573,1.5349
2026-01-16,1.6598,1.5376
2026-01-17,1.6552,1.5324
2026-01-18,1.6552,1.5329
2026-01-19,1.663,1.5556
2026-01-20,1.6625,1.5574
2026-01-21,1.6622,1.5574
2026-01-22,1.6624,1.5576
2026-01-23,1.6616,1.5565
2026-01-24,1.6584,1.5531
2026-01-25,1.6589,1.5538
2026-01-26,1.6651,1.5731
2026-01-27,1.6637,1.5744
2026-01-28,1.6634,1.5738
2026-01-29,1.6638,1.5744
2026-01-30,1.6634,1.5744
2026-01-31,1.6601,1.5709
2026-02-01,1.6606,1.5716
2026-02-02,1.6649,1.5845
2026-02-03,1.6639,1.5851
2026-02-04,1.6637,1.5848
2026-02-05,1.6641,1.5862
2026-02-06,1.6641,1.5864
2026-02-07,1.6618,1.584
2026-02-08,1.6618,1.5839
2026-02-09,1.674,1.5855
2026-02-10,1.674,1.5839
2026-02-11,1.6738,1.5835
2026-02-12,1.6743,1.5842
2026-02-13,1.6743,1.5837
2026-02-14,1.6707,1.5797
2026-02-15,1.672,1.581
2026-02-16,1.6835,1.5816
2026-02-17,1.684,1.5806
2026-02-18,1.6837,1.5817
2026-02-19,1.6836,1.5813
2026-02-20,1.6842,1.582
2026-02-21,1.6808,1.5781
2026-02-22,1.6816,1.5794
2026-02-23,1.6863,1.5996
2026-02-24,1.6861,1.6012
2026-02-25,1.6851,1.6006
2026-02-26,1.6851,1.6001
2026-02-27,1.6843,1.5992
2026-02-28,1.681,1.5956
2026-03-01,1.6814,1.5962
2026-03-02,1.7028,1.6296
2026-03-03,1.705,1.6336
2026-03-04,1.7048,1.6338
2026-03-05,1.7053,1.6343
2026-03-06,1.7047,1.6349
2026-03-07,1.7017,1.6321
2026-03-08,1.7035,1.6354
2026-03-09,1.7757,1.8173
2026-03-10,1.7794,1.8342
2026-03-11,1.7789,1.8342
2026-03-12,1.7796,1.8368
2026-03-13,1.779,1.8364
2026-03-14,1.7766,1.8331
2026-03-15,1.7777,1.8344
2026-03-16,1.8486,1.9145
2026-03-17,1.8568,1.9255
2026-03-18,1.8561,1.9262
2026-03-19,1.857,1.9274
2026-03-20,1.8567,1.9274
2026-03-21,1.8543,1.9238
2026-03-22,1.8554,1.9258
2026-03-23,1.9222,2.0464
2026-03-24,1.9297,2.0647
2026-03-25,1.9297,2.0651
2026-03-26,1.9294,2.065
2026-03-27,1.9287,2.0641
2026-03-28,1.9259,2.0604
2026-03-29,1.9259,2.0608
2026-03-30,1.9168,2.0723
2026-03-31,1.9163,2.0761
2026-04-01,1.9166,2.0768
2026-04-02,1.9171,2.0776
2026-04-03,1.9166,2.077
2026-04-04,1.9135,2.0732
2026-04-05,1.9143,2.0745
2026-04-06,1.9378,2.1309
2026-04-07,1.9416,2.1411
2026-04-08,1.9417,2.1415
2026-04-09,1.9434,2.1451
2026-04-10,1.9426,2.1441
2026-04-11,1.9397,2.1403
2026-04-12,1.9398,2.1397
2026-04-13,1.9114,2.0832
2026-04-14,1.9098,2.0792
2026-04-15,1.9089,2.0771
2026-04-16,1.9087,2.0769
2026-04-17,1.908,2.0767
2026-04-18,1.9058,2.0737
2026-04-19,1.9056,2.0725
2026-04-20,1.899,1.9803
2026-04-21,1.8964,1.9695
2026-04-22,1.8958,1.9675
2026-04-23,1.8962,1.9675
2026-04-24,1.8958,1.9666
2026-04-25,1.892,1.962
2026-04-26,1.894,1.963
2026-04-27,1.927,1.958
2026-04-28,1.929,1.956
2026-04-29,1.928,1.955
2026-04-30,1.928,1.955
2026-05-01,1.927,1.954
2026-05-02,1.924,1.95
2026-05-03,1.926,1.952
2026-05-04,1.99,2.028
2026-05-05,1.994,2.034
2026-05-06,1.995,2.034
2026-05-07,1.994,2.034
2026-05-08,1.994,2.033
2026-05-09,1.991,2.029
2026-05-10,1.991,2.029
2026-05-11,1.979,1.968
2026-05-12,1.977,1.962
2026-05-13,1.976,1.961
2026-05-14,1.976,1.96
